Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
160.77684807777405	0	-254.35057	124.637856	-21.517365	-604.84937	106.59840425531915	24.608982480594246	40081	40081
326.46064138412476	1	-237.75847	115.32805	-40.483734	-592.4675	109.11716621253406	53.81626735246198	40046	80127
496.13933801651	2	-247.46162	119.27314	-43.38495	-585.58246	112.61797752808988	30.866059181449668	40092	120219
669.3293766975403	3	-250.18118	115.27258	17.357758	-624.5299	111.59331476323119	54.580870054630154	40062	160281
846.6302652359009	4	-245.20844	114.34184	27.92183	-637.4964	113.36260623229462	55.869627338384255	40017	200298
1026.6557729244232	5	-243.09444	116.89884	9.622107	-663.9352	113.78693181818181	55.4119136118914	40053	240351
1212.8616225719452	6	-244.44627	116.41792	-45.50895	-555.8351	115.28242074927954	61.674293748803876	40003	280354
1397.591052532196	7	-248.98354	118.04646	-17.520859	-689.36176	107.16310160427807	25.399326847060223	40079	320433
1584.4260466098785	8	-253.70099	114.14513	-34.6205	-704.76337	107.46648793565684	26.86610784866653	40085	360518
1772.0377371311188	9	-231.8508	112.17211	-15.100987	-649.5383	108.23243243243243	28.214717781482026	40046	400564
1964.2116162776947	10	-244.5465	115.65091	6.0194016	-630.61743	109.14402173913044	53.436811700317406	40165	440729
2156.7703251838684	11	-236.30655	106.31539	11.75387	-563.4242	107.08533333333334	28.008249705319958	40157	480886
2347.8918538093567	12	-256.31274	110.61824	-11.071777	-639.45526	108.15135135135135	27.728779289333172	40016	520902
2546.72905087471	13	-252.0123	117.2349	1.5077477	-585.7745	110.56629834254143	54.02651561094943	40025	560927
2742.8054962158203	14	-255.23792	121.906555	-17.851051	-634.5175	106.68266666666666	26.97313415645691	40006	600933
2939.8072385787964	15	-261.515	118.81255	10.642174	-699.5278	106.14285714285714	25.16528881512994	40122	641055
3137.247478723526	16	-253.34634	118.06374	-35.967354	-633.41113	105.81530343007915	25.513154103242368	40104	681159
3337.551275253296	17	-244.05534	113.71384	-0.9906769	-659.347	105.91005291005291	27.043906187937466	40034	721193
3546.024070739746	18	-238.91441	115.88819	4.4037857	-659.10474	113.44192634560906	91.24261869311717	40045	761238
3745.6015067100525	19	-240.76526	115.64092	-15.075249	-590.35486	104.59530026109661	25.526225266299647	40060	801298
3948.9821469783783	20	-246.05391	107.79691	-13.124771	-651.5333	108.86413043478261	53.175908000100584	40062	841360
4158.90035200119	21	-244.6083	113.51332	-12.517464	-591.54456	114.01988636363636	72.5268927551316	40135	881495
4365.60719537735	22	-232.72893	114.51361	-10.222115	-600.4089	108.14594594594594	55.190630788276806	40014	921509
4570.777510404587	23	-230.60039	105.1699	-11.106165	-596.7539	109.65205479452055	28.408314958679227	40023	961532
4778.249803304672	24	-222.45125	103.04578	-0.08000374	-584.94763	109.05449591280654	54.20077998176276	40023	1001555
4981.937202692032	25	-230.73927	112.702	-3.1648254	-559.4721	107.65322580645162	28.11861713134412	40047	1041602
5185.88742685318	26	-220.46024	104.42376	-4.2388077	-640.84015	109.31062670299727	29.321509553492067	40117	1081719
5391.616289615631	27	-226.4013	103.29612	18.828678	-517.9037	111.2611111111111	54.36914605922992	40054	1121773
5601.01749753952	28	-229.25752	112.531395	-51.67329	-684.59247	112.24929971988796	56.54890083621536	40073	1161846
5807.898133277893	29	-216.96951	100.24808	-3.8521805	-508.9957	111.52646239554318	36.28951591685654	40038	1201884
6018.497435808182	30	-211.95256	104.43216	45.155636	-603.07043	110.03296703296704	54.77856534144578	40052	1241936
6233.070838928223	31	-220.6756	105.01655	-16.542274	-633.08765	110.92520775623268	54.147049719979115	40044	1281980
6446.342800140381	32	-231.47011	111.00081	-12.339432	-587.5519	109.24523160762942	27.760749404648028	40093	1322073
6667.789478063583	33	-219.46289	103.71504	33.667248	-520.33325	112.51966292134831	72.37641272533132	40057	1362130
6886.144004106522	34	-223.85818	103.76034	-20.850075	-599.2212	110.61878453038673	54.44449229319776	40044	1402174
7105.983598709106	35	-221.66003	98.113754	-24.454605	-534.0106	112.28291316526611	54.4647092526753	40085	1442259
7328.966183900833	36	-215.12044	96.144455	-19.848175	-557.34766	113.58073654390935	55.32940115121544	40094	1482353
7551.953320026398	37	-214.55505	99.47089	-9.217384	-655.56445	109.66027397260274	29.43234051885935	40026	1522379
7783.254435539246	38	-210.51074	96.89008	17.24878	-540.9116	112.8225352112676	72.7082501027863	40052	1562431
8012.668939113617	39	-207.73991	94.33956	-58.751854	-548.625	110.12912087912088	30.331725100607034	40087	1602518
8248.27843785286	40	-208.54051	95.005066	-20.863247	-643.0795	112.18487394957984	54.454766218575266	40050	1642568
8485.79761505127	41	-215.25272	99.62794	-17.399506	-647.93024	112.15966386554622	30.64223386513387	40041	1682609
8724.485133647919	42	-205.3188	98.373276	-8.938158	-568.5029	113.39093484419263	56.47125797530134	40027	1722636
8971.133647441864	43	-210.64044	100.98799	-4.6188545	-663.67303	116.38260869565218	74.06310461801122	40152	1762788
9216.460105895996	44	-205.88425	102.80182	13.546783	-645.35754	114.94827586206897	56.98908619466722	40002	1802790
9461.013789176941	45	-207.77385	90.8183	-12.848534	-532.1396	110.03021978021978	29.542420030701244	40051	1842841
9711.420430898666	46	-211.7057	105.49579	-29.422829	-543.9611	114.32763532763532	57.72222811062518	40129	1882970
9965.03624010086	47	-211.99919	101.9161	-4.0842514	-539.9194	114.29142857142857	55.992200331467444	40002	1922972
10219.609336853027	48	-208.22243	96.287224	-10.484055	-680.68884	113.64204545454545	55.77106455206554	40002	1962974
10476.795797586441	49	-207.50418	99.37827	1.8934555	-554.8373	114.11111111111111	56.63696221619608	40053	2003027
10733.784633874893	50	-205.19646	101.9039	-14.428497	-615.3864	106.12732095490716	29.03824828816295	40010	2043037
10993.672897338867	51	-221.51631	101.34288	-8.704269	-611.6195	109.82465753424657	28.419401923767413	40086	2083123
11259.134768486023	52	-219.21092	100.83865	9.866175	-507.16647	113.03107344632768	56.92165937169588	40013	2123136
11528.024763584137	53	-196.73622	99.879234	-16.61655	-505.44556	108.7038043478261	53.90134694901642	40003	2163139
11800.895659685135	54	-210.36252	102.48076	13.048756	-572.577	116.66472303206997	87.14336639444187	40016	2203155
