Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.0554251670837402	0	30.485714	21.51461	91.0	11.0	30.485714285714284	21.514608231314345	1067	1067
2.3501718044281006	1	38.703705	25.852596	122.0	12.0	38.7037037037037	25.852594704385975	1045	2112
2.5998847484588623	2	37.62963	19.857172	93.0	13.0	37.629629629629626	19.857171758163247	1016	3128
2.8618717193603516	3	39.576923	21.449715	110.0	11.0	39.57692307692308	21.449714139969103	1029	4157
3.1216824054718018	4	42.291668	23.626396	91.0	11.0	42.291666666666664	23.62639619625097	1015	5172
3.3695387840270996	5	51.2	25.073093	102.0	16.0	51.2	25.073093147834793	1024	6196
3.6311745643615723	6	44.347828	29.791462	143.0	12.0	44.34782608695652	29.79146171181058	1020	7216
3.8725366592407227	7	47.809525	26.575352	140.0	15.0	47.80952380952381	26.575353866065	1004	8220
4.136361122131348	8	50.1	46.32267	189.0	12.0	50.1	46.322672634467025	1002	9222
4.379022121429443	9	59.294117	33.495857	131.0	13.0	59.294117647058826	33.495855241195144	1008	10230
11.832443475723267	10	70.53333	42.734634	155.0	13.0	70.53333333333333	42.73463336556065	1058	11288
12.085809707641602	11	56.5	39.34357	198.0	18.0	56.5	39.34357211370959	1017	12305
12.349072217941284	12	54.94737	31.531895	135.0	16.0	54.94736842105263	31.53189477040088	1044	13349
12.618668794631958	13	60.38889	34.37237	146.0	22.0	60.388888888888886	34.37237083099171	1087	14436
12.87521243095398	14	63.0	36.17838	133.0	15.0	63.0	36.178377520281366	1008	15444
13.121289253234863	15	91.27273	40.217793	167.0	37.0	91.27272727272727	40.21779549378814	1004	16448
13.3781259059906	16	85.166664	52.236374	196.0	15.0	85.16666666666667	52.23637515074039	1022	17470
13.640899896621704	17	73.57143	52.6711	200.0	22.0	73.57142857142857	52.671101165242256	1030	18500
13.893489122390747	18	61.058823	29.208118	113.0	12.0	61.05882352941177	29.20811850926401	1038	19538
14.142112493515015	19	91.454544	56.256496	200.0	29.0	91.45454545454545	56.25649641090131	1006	20544
25.60556721687317	20	93.454544	32.094643	161.0	51.0	93.45454545454545	32.094643099783475	1028	21572
25.886149644851685	21	95.0	38.42742	154.0	33.0	95.0	38.42742076521226	1140	22712
26.155849933624268	22	97.0	37.421432	155.0	35.0	97.0	37.42143284754923	1067	23779
26.4136323928833	23	106.2	48.630856	173.0	31.0	106.2	48.63085440335179	1062	24841
26.671671390533447	24	116.44444	55.071896	200.0	33.0	116.44444444444444	55.071894649148526	1048	25889
26.93541979789734	25	83.23077	30.969349	143.0	21.0	83.23076923076923	30.969349229778405	1082	26971
27.191981315612793	26	113.888885	37.545364	173.0	42.0	113.88888888888889	37.545363508529974	1025	27996
27.450599193572998	27	94.818184	46.188976	169.0	14.0	94.81818181818181	46.18897582327742	1043	29039
27.712944746017456	28	119.55556	44.537403	200.0	38.0	119.55555555555556	44.53740278590098	1076	30115
27.988178730010986	29	103.181816	43.255726	200.0	49.0	103.18181818181819	43.2557262248557	1135	31250
40.854816913604736	30	143.71428	45.342236	200.0	69.0	143.71428571428572	45.34223602059055	1006	32256
41.115206718444824	31	102.1	60.1838	200.0	20.0	102.1	60.18380180746311	1021	33277
41.3849675655365	32	123.0	65.60488	200.0	16.0	123.0	65.60487786742691	1107	34384
41.66059446334839	33	141.25	51.097332	200.0	55.0	141.25	51.09733358992424	1130	35514
41.93292593955994	34	158.14285	45.047367	200.0	73.0	158.14285714285714	45.04736736061774	1107	36621
