Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
157.62431716918945	0	-254.35057	124.637856	-21.517365	-604.84937	106.59840425531915	24.608982480594246	40081	40081
326.07514786720276	1	-224.56384	112.02763	-5.6792526	-566.59534	110.66022099447514	54.11960376382455	40059	80140
498.71094131469727	2	-218.89677	106.23318	-8.15477	-510.6729	115.15517241379311	72.6518548522749	40074	120214
678.908224105835	3	-212.87624	108.43859	12.075447	-600.4147	114.96551724137932	86.97977678495185	40008	160222
860.9494428634644	4	-208.95976	107.3412	26.851433	-657.6719	115.48414985590779	72.76127843340059	40073	200295
1042.039123058319	5	-203.84279	100.72249	-15.235626	-602.3738	114.70773638968481	54.75750629842634	40033	240328
1267.9778151512146	6	-197.22589	91.821144	-18.418991	-473.079	117.85	73.87324895904271	40069	280397
1497.9220678806305	7	-196.4534	93.70056	-5.3647003	-529.16864	115.45821325648414	29.86637599795716	40064	320461
1766.4918401241302	8	-201.79688	98.71281	16.8334	-558.4865	120.95770392749245	57.224353293277076	40037	360498
2040.5950677394867	9	-188.20645	98.077225	-11.25383	-629.05225	122.28048780487805	62.75922328294958	40108	400606
2268.6093225479126	10	-204.40398	106.62169	-41.09464	-644.2493	119.79640718562874	33.5833111751491	40012	440618
2517.3541643619537	11	-206.70692	107.2678	-6.6361313	-622.2749	118.29793510324484	33.26743819583622	40103	480721
2781.4398844242096	12	-201.4652	97.93955	-8.911087	-537.58356	118.29498525073747	29.802125276857044	40102	520823
3049.9537875652313	13	-206.58566	99.917015	-20.345772	-534.5488	126.83699059561128	77.3224637255314	40461	561284
3305.761329650879	14	-200.57906	104.657196	0.9280014	-552.3443	126.59493670886076	70.98431258095643	40004	601288
3560.458689212799	15	-194.32307	94.73019	-0.5309372	-555.58594	119.41666666666667	35.372998288758446	40124	641412
3829.4101107120514	16	-202.83139	100.011925	10.602619	-627.21533	123.05828220858896	59.6593060595175	40117	681529
4103.568140268326	17	-195.9889	88.29197	-25.325531	-461.81506	121.17220543806647	59.035019160503865	40108	721637
4384.57212805748	18	-203.20274	104.000145	-14.92728	-513.5233	126.69716088328076	76.92174989612087	40163	761800
4662.123708486557	19	-208.96892	106.542656	-13.570923	-602.20087	125.52664576802508	77.23017592691413	40043	801843
4933.398397445679	20	-195.88036	91.4478	-43.169724	-513.1353	118.71301775147928	58.18352831027714	40125	841968
5202.029131412506	21	-201.53412	103.89075	-1.1552505	-655.6014	122.9079754601227	58.97195026440222	40068	882036
5480.7373468875885	22	-205.17352	100.42204	-0.4065857	-513.49695	124.07739938080495	76.18957667867154	40077	922113
